15327259-D_2.5 2113 Maq 1 Alpha 550
CCH,tension
1.695,283.5
1.702,283.5
1.696,284.8
1.699,277.4
1.693,281.8
1.693,289.8
1.694,282.3
1.699,289.3
1.701,284.2
1.696,287.4
1.698,279.1
1.704,285.0
1.705,284.8
1.699,286.1
1.692,280.0
1.699,273.3
1.7,281.3
1.688,284.5
1.698,286.7
1.704,287.4
1.701,281.8
1.693,272.5
1.7,294.9
1.704,296.9
1.703,286.1
1.699,276.7
1.701,285.0
1.705,283.2
1.704,288.4
1.701,285.4
1.709,277.4
1.7,282.2
1.709,288.2
1.697,282.3
1.704,290.7
1.706,279.2
1.712,278.4
1.693,278.3
1.698,283.1
1.706,280.7
1.7,290.5
1.693,288.9
1.695,289.0
1.707,284.5
1.7,282.8
1.7,281.0
1.699,285.1
1.694,284.1
1.703,282.4
1.698,281.8
1.69,282.5
1.705,286.6
1.704,282.0
1.699,284.8
1.698,283.4
1.698,280.8
1.697,279.8
1.699,283.4
1.699,277.4
1.708,286.5
1.707,271.6
1.706,284.4
1.697,283.7
1.707,281.6
1.703,292.7
1.708,280.0
1.698,281.2
1.7,288.0
1.698,282.8
1.693,285.2
1.705,285.2
1.69,295.5
1.698,288.7
1.703,290.8
1.697,274.1
1.694,270.9
1.696,291.4
1.689,293.8
1.695,286.8
1.7,289.4
1.701,291.9
1.698,283.5
1.696,279.6
1.698,285.5
1.707,277.2
1.709,289.9
1.698,281.4
1.695,286.5
1.699,294.5
1.708,278.4
1.702,281.5
1.696,277.7
1.703,286.5
1.701,275.0
1.696,284.3
1.702,273.3
1.703,276.5
1.691,289.0
1.709,292.1
1.7,284.8
