12162921-K_5 5882 Maq 1 Alpha 550
CCH,tension
2.794,399.5
2.799,391.1
2.793,392.3
2.803,387.9
2.81,384.3
2.798,383.8
2.797,382.4
2.803,394.6
2.805,401.1
2.81,397.1
2.799,394.6
2.809,383.2
2.791,389.7
2.793,397.5
2.802,388.6
2.809,393.0
2.805,390.7
2.792,384.6
2.801,394.3
2.8,391.3
2.799,388.4
2.793,391.7
2.795,388.5
2.807,394.6
2.797,399.0
2.801,394.3
2.804,386.3
2.81,384.4
2.795,384.3
2.805,396.4
2.801,386.2
2.802,387.6
2.805,390.2
2.8,390.3
2.81,390.3
2.803,398.0
2.805,394.3
2.79,388.2
2.795,386.1
2.8,385.1
2.803,389.6
2.802,389.4
2.802,385.6
2.81,385.8
2.804,394.8
2.781,388.0
2.804,381.8
2.806,403.1
2.803,386.6
2.798,389.1
2.804,391.9
2.806,398.3
2.79,393.5
2.799,382.8
2.809,381.4
2.798,391.6
2.789,395.6
2.796,381.7
2.798,396.5
2.801,392.9
2.809,382.7
2.805,392.0
2.804,395.0
2.801,390.3
2.799,387.6
2.794,397.0
2.802,385.8
2.791,384.7
2.796,399.9
2.796,394.1
2.813,392.8
2.807,395.0
2.784,390.3
2.793,388.4
2.801,396.3
2.803,389.9
2.802,392.7
2.794,390.0
2.787,391.8
2.803,382.6
2.795,384.5
2.801,396.0
2.799,397.4
2.799,401.3
2.801,392.8
2.809,394.3
2.801,388.0
2.787,382.8
2.793,380.0
2.801,398.8
2.809,383.0
2.804,398.1
2.809,384.9
2.801,397.0
2.799,385.9
2.803,393.1
2.793,384.3
2.795,390.5
2.795,397.7
2.799,394.6
