15446673-B_0.35 1825 Maq 30 Alpha 488 - S
CCH,tension
1.026,67.8
1.015,66.9
1.026,68.9
1.021,66.8
1.028,68.2
1.016,66.9
1.016,66.9
1.018,68.1
1.018,67.8
1.011,68.8
1.018,67.8
1.022,67.2
1.017,67.9
1.011,68.7
1.009,68.6
1.021,68.3
1.018,68.1
1.021,67.4
1.017,66.9
1.025,67.0
1.022,67.4
1.02,66.0
1.023,66.8
1.018,68.1
1.016,68.7
1.021,68.3
1.019,65.9
1.019,66.9
1.02,68.6
1.021,67.5
1.024,66.2
1.023,69.6
1.021,67.0
1.027,65.9
1.02,66.7
1.024,67.0
1.022,68.7
1.021,67.2
1.021,66.6
1.023,67.7
1.02,66.3
1.012,68.2
1.027,67.3
1.021,67.5
1.018,68.2
1.014,66.4
1.026,69.0
1.023,70.1
1.028,67.6
1.016,66.9
1.018,67.4
1.015,68.5
1.024,67.2
1.014,67.5
1.016,67.3
1.02,64.8
1.024,66.6
1.022,67.5
1.021,68.5
1.025,68.9
1.024,67.4
1.025,67.9
1.027,68.4
1.022,67.9
1.022,67.1
1.021,67.7
1.011,67.3
1.016,68.3
1.018,67.7
1.021,67.2
1.023,67.1
1.014,68.5
1.021,66.9
1.019,69.8
1.022,69.4
1.019,68.3
1.011,66.5
1.019,68.7
1.019,66.8
1.032,68.2
1.017,68.5
1.018,68.4
1.031,67.6
1.018,68.7
1.021,67.8
1.018,70.9
1.017,67.0
1.028,67.2
1.027,67.1
1.023,67.3
1.016,65.1
1.025,67.6
1.024,66.6
1.019,68.4
1.018,67.0
1.016,67.1
1.021,67.3
1.018,67.7
1.016,67.1
1.02,68.5
