15446673-B_0.35 1825 Maq 1 Alpha 550
CCH,tension
1.03,70.2
1.015,64.6
1.015,63.7
1.02,70.2
1.016,70.8
1.02,66.9
1.012,65.4
1.02,64.6
1.024,69.6
1.021,70.1
1.025,68.2
1.013,66.8
1.021,70.0
1.015,64.4
1.018,66.2
1.014,65.3
1.024,66.5
1.017,64.6
1.014,65.4
1.018,71.4
1.023,68.9
1.019,67.0
1.021,68.1
1.012,66.9
1.019,70.1
1.017,70.6
1.023,65.5
1.023,65.5
1.022,64.3
1.022,68.9
1.025,69.5
1.027,69.0
1.014,68.3
1.021,66.3
1.024,66.7
1.017,70.0
1.023,67.9
1.018,70.2
1.016,66.5
1.02,69.4
1.019,69.4
1.013,66.9
1.024,66.8
1.014,68.1
1.019,65.9
1.024,68.4
1.024,68.5
1.023,64.8
1.017,67.4
1.019,64.4
1.02,67.0
1.019,66.2
1.02,69.9
1.023,66.6
1.015,63.7
1.02,70.1
1.027,69.2
1.021,68.2
1.022,66.3
1.021,71.2
1.02,67.7
1.02,71.6
1.021,65.9
1.021,67.6
1.017,68.5
1.022,68.2
1.023,67.7
1.014,71.9
1.02,69.0
1.022,69.9
1.021,68.4
1.017,69.5
1.024,66.1
1.02,69.9
1.02,62.7
1.027,65.7
1.016,69.5
1.028,63.3
1.016,68.3
1.019,67.4
1.024,65.7
1.025,68.8
1.026,66.2
1.024,66.6
1.015,66.7
1.014,70.5
1.03,69.2
1.016,69.2
1.021,63.7
1.02,67.4
1.024,67.8
1.02,71.9
1.02,68.9
1.016,70.0
1.02,67.4
1.019,69.5
1.013,67.8
1.025,65.3
1.013,67.4
1.028,68.2
