13624371-C_1 6255 Maq 1 Alpha 550
CCH,tension
2.308,102.7
2.296,100.0
2.298,101.2
2.302,102.3
2.309,101.5
2.299,101.6
2.293,106.2
2.301,98.6
2.305,101.8
2.297,95.9
2.305,103.9
2.289,102.5
2.301,98.3
2.293,101.9
2.312,97.6
2.286,108.6
2.286,104.3
2.307,100.5
2.285,97.3
2.301,101.1
2.304,97.6
2.295,103.2
2.297,96.1
2.295,103.2
2.304,104.6
2.316,100.9
2.295,104.7
2.302,93.4
2.298,101.8
2.311,106.1
2.297,99.3
2.294,102.7
2.302,102.6
2.3,86.9
2.296,112.9
2.295,105.2
2.301,99.2
2.305,103.4
2.295,108.9
2.296,97.9
2.3,102.9
2.3,104.4
2.295,98.1
2.311,101.6
2.306,101.3
2.3,99.5
2.307,97.1
2.295,106.3
2.3,109.1
2.297,101.2
2.303,100.7
2.3,106.0
2.29,104.1
2.315,108.3
2.298,110.9
2.305,103.1
2.308,100.7
2.291,99.4
2.288,104.2
2.311,101.8
2.299,98.0
2.303,98.6
2.299,96.8
2.296,103.9
2.296,98.7
2.296,105.1
2.294,106.2
2.301,97.4
2.306,99.3
2.303,93.3
2.29,106.4
2.294,108.4
2.298,104.7
2.29,97.5
2.304,112.9
2.293,89.9
2.31,104.8
2.295,101.4
2.295,98.1
2.289,103.1
2.294,97.7
2.307,101.7
2.301,90.9
2.299,98.7
2.29,102.2
2.307,94.6
2.3,104.9
2.306,98.7
2.312,103.5
2.312,101.7
2.294,93.5
2.301,101.4
2.296,100.1
2.305,102.7
2.302,106.7
2.303,98.6
2.291,114.4
2.296,97.2
2.289,94.3
2.304,104.2
