15457847-A_0.35 BN68 Maq 30 Alpha 488 - S
CCH,tension
0.96,66.9
0.953,66.7
0.956,66.8
0.949,67.4
0.95,65.8
0.949,66.4
0.944,67.8
0.954,67.7
0.948,69.2
0.947,68.4
0.951,67.8
0.949,68.4
0.949,69.0
0.946,69.3
0.96,67.8
0.945,67.0
0.946,66.5
0.947,65.9
0.953,69.3
0.954,68.1
0.947,67.4
0.951,67.4
0.956,66.9
0.952,68.3
0.946,66.8
0.951,66.7
0.945,68.5
0.946,66.4
0.949,68.2
0.948,67.0
0.947,65.5
0.947,68.5
0.945,67.1
0.955,68.0
0.953,69.8
0.952,67.4
0.952,67.7
0.945,67.7
0.944,67.3
0.951,66.7
0.943,67.2
0.943,67.2
0.952,68.5
0.947,67.3
0.955,67.6
0.946,66.7
0.951,65.8
0.944,67.6
0.953,67.4
0.951,67.9
0.956,67.0
0.95,66.8
0.952,66.6
0.954,69.2
0.953,66.9
0.957,68.1
0.95,68.4
0.951,68.0
0.949,65.8
0.946,66.7
0.95,67.2
0.956,67.2
0.956,67.7
0.952,68.1
0.948,67.7
0.947,68.3
0.944,68.3
0.953,67.8
0.951,66.9
0.945,67.5
0.955,67.1
0.95,66.8
0.956,68.5
0.949,66.8
0.952,67.3
0.949,69.2
0.941,66.4
0.944,67.1
0.949,66.9
0.938,66.7
0.949,66.9
0.949,67.8
0.958,68.0
0.956,69.1
0.948,68.0
0.953,66.4
0.951,68.2
0.947,67.6
0.949,67.3
0.945,66.3
0.959,68.2
0.952,67.3
0.947,67.4
0.952,65.5
0.958,67.5
0.953,69.1
0.942,68.1
0.946,67.2
0.951,66.9
0.955,66.6
