15457847-A_0.35 754 Maq 30 Alpha 488 - S
CCH,tension
0.945,67.2
0.953,67.2
0.946,67.0
0.948,66.9
0.951,68.8
0.952,66.2
0.95,67.7
0.949,66.2
0.942,67.8
0.948,68.3
0.953,67.1
0.95,66.6
0.95,66.7
0.95,67.7
0.948,68.6
0.959,65.9
0.952,66.1
0.957,67.1
0.954,66.8
0.942,67.4
0.953,66.9
0.954,68.4
0.953,69.4
0.953,67.7
0.945,66.9
0.95,69.3
0.959,69.7
0.95,67.4
0.948,69.3
0.948,68.3
0.947,66.4
0.953,67.2
0.956,67.0
0.952,67.1
0.955,66.7
0.945,69.3
0.943,66.6
0.947,67.0
0.947,68.5
0.947,67.4
0.954,66.5
0.951,67.0
0.95,67.1
0.951,67.1
0.942,67.7
0.944,66.9
0.949,67.7
0.954,67.5
0.945,66.6
0.953,68.5
0.954,66.7
0.951,68.2
0.95,67.2
0.95,68.1
0.949,67.1
0.948,68.4
0.949,68.7
0.955,66.3
0.941,66.8
0.941,68.9
0.943,67.7
0.954,69.8
0.952,66.9
0.947,67.6
0.946,67.3
0.95,67.6
0.943,68.1
0.953,67.4
0.95,65.7
0.952,67.7
0.959,66.8
0.947,68.7
0.951,66.5
0.954,66.0
0.952,66.8
0.951,66.6
0.955,67.9
0.946,67.5
0.945,67.5
0.945,67.5
0.948,67.6
0.955,67.5
0.952,66.6
0.944,66.4
0.958,68.1
0.952,67.9
0.95,65.8
0.951,68.2
0.945,67.2
0.952,67.4
0.952,69.3
0.952,66.9
0.948,66.5
0.956,69.3
0.952,67.6
0.942,67.3
0.949,67.9
0.945,69.7
0.948,67.1
0.946,67.8
