13964781-C_1.5 13379 Maq 30 Alpha 488 - S
CCH,tension
1.195,117.1
1.194,118.3
1.211,114.3
1.195,118.0
1.211,123.0
1.199,121.5
1.196,133.7
1.202,137.7
1.187,126.7
1.194,131.5
1.196,130.2
1.21,111.0
1.205,128.7
1.209,120.0
1.205,126.8
1.2,125.1
1.202,131.3
1.202,119.4
1.187,125.0
1.203,121.0
1.203,130.3
1.207,122.2
1.203,120.0
1.19,125.5
1.194,133.5
1.206,120.7
1.203,129.2
1.202,126.5
1.205,117.0
1.197,108.9
1.192,127.7
1.203,126.7
1.208,120.7
1.194,130.6
1.206,109.1
1.21,117.8
1.207,127.9
1.202,112.9
1.199,131.0
1.193,121.2
1.203,121.2
1.204,127.2
1.2,122.5
1.216,140.8
1.208,129.1
1.201,103.4
1.194,129.1
1.2,127.7
1.21,128.8
1.2,110.8
1.202,114.7
1.197,122.9
1.201,125.5
1.197,113.0
1.197,120.8
1.199,132.9
1.204,118.4
1.208,126.3
1.202,107.1
1.182,115.8
1.201,116.5
1.205,112.3
1.197,112.0
1.2,120.1
1.2,110.9
1.208,119.5
1.194,111.5
1.197,120.2
1.197,137.6
1.201,119.5
1.203,129.3
1.212,119.2
1.207,107.7
1.207,117.9
1.202,124.3
1.201,117.0
1.19,125.1
1.199,128.4
1.201,110.8
1.206,125.5
1.208,131.7
1.2,118.4
1.201,119.0
1.204,107.5
1.186,129.7
1.198,124.3
1.201,123.9
1.194,120.1
1.2,120.3
1.2,119.3
1.206,133.0
1.202,124.0
1.201,117.4
1.203,137.9
1.203,123.1
1.198,149.3
1.208,126.8
1.204,113.0
1.196,136.2
1.205,122.1
