12105500-A_2 BN564 Maq 30 Alpha 488 - S
CCH,tension
1.656,260.3
1.655,233.8
1.647,224.2
1.645,247.2
1.65,242.4
1.645,251.6
1.65,246.3
1.643,231.4
1.652,248.3
1.647,240.3
1.643,242.1
1.648,253.3
1.659,228.6
1.652,256.4
1.638,232.0
1.654,244.3
1.661,234.4
1.651,248.6
1.65,239.2
1.647,243.0
1.642,230.8
1.646,236.6
1.65,234.6
1.654,239.9
1.648,242.3
1.648,245.0
1.658,246.7
1.653,243.1
1.656,243.5
1.655,244.8
1.66,253.7
1.659,248.7
1.648,225.0
1.657,252.1
1.653,243.2
1.654,258.6
1.649,252.2
1.643,234.7
1.641,237.7
1.66,239.3
1.648,237.1
1.643,226.9
1.653,236.9
1.649,235.4
1.664,252.1
1.657,234.3
1.649,249.4
1.65,243.9
1.655,226.0
1.647,229.7
1.655,250.4
1.665,251.9
1.655,240.6
1.673,237.6
1.66,233.5
1.649,253.1
1.648,227.0
1.65,261.4
1.657,243.5
1.644,259.1
1.651,248.2
1.641,247.7
1.657,237.2
1.659,250.7
1.653,245.8
1.628,245.4
1.65,239.8
1.652,243.7
1.648,253.4
1.654,239.3
1.655,247.5
1.64,241.8
1.656,250.3
1.644,242.3
1.656,249.3
1.649,252.6
1.653,246.7
1.647,250.3
1.645,230.6
1.645,237.7
1.645,240.9
1.644,256.8
1.657,240.6
1.654,238.1
1.645,256.4
1.639,239.7
1.646,243.4
1.653,253.1
1.657,253.2
1.651,250.0
1.656,234.0
1.645,244.6
1.647,260.1
1.656,230.7
1.66,235.8
1.65,241.2
1.658,239.6
1.653,240.3
1.656,225.9
1.656,253.3
