15418891-C_2 71 Maq 30 Alpha 488 - S
CCH,tension
1.752,243.0
1.751,245.8
1.75,248.2
1.748,239.5
1.741,247.2
1.744,234.6
1.751,240.4
1.754,250.5
1.751,240.5
1.751,245.6
1.751,242.7
1.749,251.7
1.757,249.6
1.756,241.7
1.753,252.5
1.752,250.0
1.75,241.3
1.754,246.3
1.751,244.3
1.747,250.1
1.748,239.3
1.756,237.7
1.749,245.1
1.758,247.3
1.745,236.3
1.748,238.8
1.749,250.9
1.751,236.2
1.748,245.9
1.751,246.9
1.748,237.4
1.752,242.7
1.746,235.8
1.753,247.0
1.747,229.8
1.744,233.2
1.753,251.6
1.752,247.1
1.747,238.7
1.746,242.8
1.753,241.6
1.755,244.3
1.75,244.1
1.757,243.9
1.748,252.6
1.757,243.1
1.75,241.0
1.743,240.0
1.75,242.2
1.748,243.0
1.74,236.9
1.74,233.9
1.754,241.8
1.747,239.6
1.747,244.2
1.746,236.9
1.745,235.2
1.751,243.5
1.742,243.2
1.747,240.1
1.753,240.4
1.748,242.2
1.748,252.9
1.756,241.2
1.747,241.0
1.753,245.4
1.751,245.2
1.751,245.1
1.756,242.8
1.756,238.8
1.753,238.5
1.749,240.1
1.762,236.4
1.755,239.7
1.752,247.8
1.75,242.2
1.749,236.5
1.755,250.1
1.754,243.8
1.749,247.6
1.746,244.5
1.75,248.8
1.753,246.3
1.755,232.8
1.754,236.3
1.751,243.5
1.756,243.7
1.748,247.5
1.751,232.6
1.756,239.2
1.748,255.9
1.756,236.8
1.756,238.4
1.753,243.0
1.749,244.7
1.749,231.4
1.745,240.9
1.75,238.8
1.755,240.2
1.75,240.1
