33309931-A_6 124 Maq 1 Alpha 550
CCH,tension
3.206,428.9
3.202,429.3
3.204,434.3
3.198,427.7
3.2,427.1
3.195,429.1
3.199,433.0
3.195,430.3
3.202,432.9
3.198,428.3
3.204,435.6
3.191,434.5
3.204,431.0
3.2,427.2
3.198,435.8
3.202,439.9
3.193,425.6
3.2,423.8
3.201,429.8
3.204,438.4
3.203,444.7
3.207,426.7
3.2,425.4
3.205,437.6
3.202,434.0
3.203,433.9
3.195,426.1
3.204,433.2
3.197,427.3
3.206,435.7
3.208,436.5
3.197,427.6
3.208,427.5
3.204,434.9
3.203,422.9
3.196,431.5
3.197,438.3
3.199,428.9
3.195,429.8
3.191,427.0
3.208,435.5
3.201,424.2
3.199,424.4
3.207,441.1
3.204,437.7
3.201,430.6
3.2,432.5
3.202,439.1
3.202,422.6
3.198,433.1
3.194,430.7
3.198,433.8
3.211,431.6
3.211,428.6
3.2,430.6
3.201,438.2
3.196,436.2
3.202,429.6
3.195,435.0
3.209,435.9
3.2,424.3
3.198,428.8
3.196,437.0
3.199,427.2
3.202,430.1
3.195,433.8
3.199,437.8
3.204,427.8
3.2,421.3
3.204,435.4
3.204,435.2
3.199,428.3
3.195,429.9
3.196,441.1
3.204,430.2
3.199,435.0
3.197,430.7
3.21,435.9
3.2,432.6
3.2,430.9
3.203,431.0
3.193,426.3
3.203,436.0
3.199,430.8
3.195,439.2
3.197,433.1
3.198,423.9
3.196,439.4
3.196,433.1
3.197,436.8
3.201,426.2
3.196,433.3
3.206,438.0
3.207,424.0
3.206,423.9
3.203,424.3
3.2,434.9
3.199,429.7
3.195,433.1
3.2,437.0
