35125710-A_0.5 BN575 Maq 30 Alpha 488 - S
CCH,tension
0.948,91.5
0.961,110.4
0.941,102.9
0.948,87.2
0.947,99.4
0.954,93.9
0.945,99.3
0.951,103.0
0.952,116.7
0.945,112.0
0.96,109.0
0.952,104.7
0.949,95.9
0.941,98.0
0.948,86.5
0.952,93.9
0.949,106.4
0.941,100.7
0.95,105.5
0.947,121.2
0.943,95.7
0.955,107.1
0.942,101.4
0.943,94.4
0.959,92.6
0.95,107.6
0.959,112.1
0.957,92.3
0.942,102.8
0.955,105.9
0.953,117.5
0.948,98.9
0.947,106.0
0.951,77.1
0.946,112.0
0.95,113.8
0.952,100.2
0.953,112.5
0.955,94.4
0.956,97.4
0.952,86.7
0.94,95.5
0.949,109.0
0.959,90.6
0.952,114.6
0.955,90.9
0.948,103.1
0.948,112.7
0.95,102.1
0.952,105.1
0.95,99.3
0.949,100.3
0.942,91.6
0.941,105.8
0.943,112.5
0.954,110.2
0.95,112.2
0.944,101.5
0.958,98.8
0.955,96.9
0.943,111.6
0.955,101.4
0.95,103.0
0.953,99.3
0.956,94.8
0.943,110.5
0.948,94.0
0.928,95.6
0.944,97.2
0.944,101.1
0.952,93.8
0.936,101.7
0.959,106.9
0.952,107.9
0.947,97.2
0.949,101.2
0.949,95.8
0.947,106.3
0.943,101.7
0.945,103.2
0.945,95.1
0.949,80.9
0.946,92.8
0.946,109.0
0.947,116.1
0.945,92.8
0.944,118.5
0.953,82.9
0.95,94.5
0.94,109.3
0.96,103.7
0.954,101.1
0.942,110.3
0.944,120.5
0.944,98.0
0.943,114.5
0.953,95.8
0.948,107.7
0.953,94.2
0.947,110.8
