35412744-A_0.35 367 Maq 30 Alpha 488 - S
CCH,tension
0.814,68.2
0.812,66.1
0.815,67.3
0.81,66.3
0.816,68.3
0.807,68.1
0.806,66.6
0.805,65.2
0.81,67.5
0.81,66.9
0.806,67.5
0.819,69.6
0.808,66.9
0.811,67.2
0.813,66.8
0.805,66.1
0.812,68.5
0.813,68.1
0.81,65.8
0.815,68.0
0.815,67.5
0.81,67.3
0.805,67.1
0.814,67.4
0.811,69.1
0.812,68.0
0.811,67.8
0.807,66.8
0.811,67.8
0.809,67.3
0.809,69.1
0.814,67.2
0.805,67.1
0.814,67.9
0.814,67.9
0.813,66.2
0.806,66.9
0.815,68.1
0.814,67.8
0.811,67.1
0.809,65.8
0.813,68.6
0.809,68.2
0.809,67.7
0.807,67.4
0.816,67.5
0.809,68.7
0.816,68.6
0.813,66.5
0.813,66.0
0.81,66.6
0.816,67.2
0.811,68.1
0.81,68.4
0.808,68.6
0.809,67.9
0.816,69.1
0.805,68.6
0.81,68.3
0.825,67.8
0.81,67.2
0.806,68.2
0.812,66.9
0.814,67.9
0.806,67.6
0.808,65.0
0.822,68.4
0.805,68.3
0.81,65.8
0.812,68.1
0.808,66.9
0.807,67.7
0.814,66.2
0.805,67.4
0.813,67.2
0.805,67.8
0.811,68.6
0.814,67.4
0.813,67.0
0.812,67.3
0.806,68.2
0.804,69.3
0.816,69.7
0.809,68.2
0.811,68.2
0.812,68.6
0.807,69.2
0.808,67.9
0.81,67.0
0.805,67.4
0.804,67.9
0.817,68.0
0.813,66.2
0.809,67.6
0.807,67.6
0.807,67.8
0.806,68.0
0.81,67.3
0.808,66.6
0.806,67.5
