15457847-A_0.35 BN68 Maq 1 Alpha 550
CCH,tension
0.948,67.9
0.955,68.5
0.952,64.4
0.94,69.2
0.956,65.9
0.954,68.2
0.956,67.1
0.955,66.5
0.953,65.7
0.951,69.7
0.949,68.7
0.946,66.1
0.952,68.9
0.947,67.1
0.955,69.2
0.951,69.4
0.953,67.9
0.947,68.2
0.953,66.9
0.948,67.8
0.944,65.6
0.951,65.8
0.952,65.6
0.942,66.4
0.947,67.5
0.954,66.3
0.951,68.2
0.955,67.9
0.947,67.2
0.947,66.4
0.951,66.5
0.942,66.5
0.952,67.5
0.946,67.2
0.951,66.9
0.954,67.0
0.946,67.2
0.951,66.4
0.951,68.5
0.945,66.9
0.948,68.8
0.948,66.6
0.954,68.8
0.952,67.1
0.946,67.7
0.95,66.0
0.95,67.1
0.955,67.9
0.948,66.9
0.951,68.5
0.948,67.0
0.957,66.7
0.956,68.2
0.948,65.4
0.949,70.2
0.947,65.9
0.947,67.1
0.956,67.9
0.957,68.5
0.949,67.3
0.947,68.7
0.949,66.9
0.951,68.7
0.949,67.9
0.947,67.2
0.948,69.1
0.951,68.1
0.949,67.4
0.949,68.5
0.947,67.9
0.946,68.8
0.949,67.9
0.948,67.5
0.948,66.4
0.948,67.5
0.947,67.6
0.944,68.5
0.952,68.6
0.951,68.1
0.953,67.2
0.952,67.3
0.954,68.4
0.953,66.8
0.961,66.9
0.952,66.4
0.951,66.1
0.944,69.7
0.947,67.9
0.945,68.3
0.953,68.7
0.947,68.3
0.955,68.0
0.947,69.9
0.941,68.0
0.955,66.9
0.952,68.1
0.948,67.0
0.95,68.3
0.949,68.1
0.954,67.5
