15457847-A_0.35 754 Maq 1 Alpha 550
CCH,tension
0.95,68.5
0.952,68.4
0.951,65.0
0.944,67.5
0.955,68.6
0.954,62.2
0.955,67.0
0.959,68.7
0.943,70.6
0.95,65.7
0.946,69.4
0.951,68.6
0.949,68.9
0.956,68.2
0.946,68.1
0.955,67.9
0.948,65.2
0.952,69.0
0.953,70.2
0.948,66.4
0.942,68.5
0.946,66.7
0.951,64.1
0.953,69.0
0.948,68.5
0.949,67.7
0.957,65.5
0.953,66.9
0.952,68.2
0.949,67.5
0.945,67.8
0.95,65.3
0.954,66.3
0.957,65.2
0.949,67.4
0.95,66.3
0.95,66.1
0.949,65.5
0.95,72.2
0.954,69.8
0.952,69.9
0.947,68.2
0.949,64.0
0.951,65.3
0.955,65.0
0.948,67.7
0.955,71.0
0.952,65.3
0.952,68.5
0.948,66.4
0.945,68.7
0.952,67.0
0.946,66.2
0.952,70.1
0.946,64.5
0.954,65.8
0.951,68.0
0.96,71.8
0.948,64.2
0.959,67.6
0.946,65.5
0.946,70.6
0.944,65.5
0.949,67.5
0.955,66.3
0.957,67.6
0.945,64.7
0.951,70.6
0.953,68.1
0.944,66.2
0.949,67.3
0.945,68.1
0.951,71.6
0.952,71.0
0.95,66.8
0.955,67.4
0.946,66.7
0.953,65.9
0.954,68.6
0.953,65.5
0.955,66.7
0.949,67.5
0.952,70.2
0.958,68.2
0.954,66.6
0.948,68.8
0.954,63.9
0.955,71.6
0.951,66.7
0.947,72.6
0.95,67.7
0.943,64.5
0.955,66.2
0.948,69.9
0.956,66.0
0.949,70.6
0.948,65.0
0.953,67.0
0.951,66.5
0.944,66.9
