35125710-A_0.5 BN575 Maq 1 Alpha 550
CCH,tension
0.949,102.6
0.946,92.6
0.952,112.9
0.955,99.0
0.955,86.2
0.945,106.7
0.949,97.9
0.951,111.0
0.947,102.9
0.948,96.7
0.954,98.0
0.952,106.3
0.954,94.3
0.944,111.3
0.95,95.4
0.955,98.3
0.95,94.8
0.949,103.0
0.947,111.3
0.943,107.8
0.952,99.4
0.948,121.0
0.949,114.7
0.946,98.0
0.948,98.7
0.954,102.0
0.947,101.1
0.945,93.9
0.948,95.1
0.953,103.2
0.957,106.8
0.954,92.0
0.95,96.5
0.952,92.3
0.947,112.1
0.949,100.4
0.948,82.8
0.946,111.6
0.937,102.2
0.948,94.4
0.95,122.4
0.951,97.0
0.95,95.6
0.945,106.9
0.945,106.8
0.951,108.2
0.945,89.5
0.949,113.2
0.953,100.9
0.946,105.8
0.954,116.0
0.955,94.6
0.948,96.0
0.952,109.8
0.951,108.6
0.956,91.6
0.951,87.5
0.955,100.0
0.948,106.5
0.954,100.8
0.954,99.3
0.95,88.7
0.945,103.6
0.952,97.5
0.952,100.0
0.953,113.0
0.96,95.1
0.949,115.7
0.946,90.5
0.957,109.5
0.947,103.7
0.945,110.4
0.95,96.9
0.951,112.7
0.951,99.9
0.952,106.7
0.943,115.6
0.957,102.6
0.952,109.8
0.95,100.7
0.943,99.1
0.953,95.2
0.949,98.7
0.945,111.0
0.95,96.4
0.947,108.8
0.951,118.5
0.958,97.9
0.956,97.3
0.949,89.2
0.949,109.0
0.954,107.7
0.942,91.1
0.95,95.0
0.953,102.0
0.948,107.1
0.944,108.6
0.942,98.6
0.949,101.8
0.952,103.3
